name,kind
sala,sala
sala,sala
34,regularna
33,regularna
32,regularna
31,regularna
30,francuski
29,regularna
28,informatika
27,informatika
26,regularna
25,regularna
24,regularna
23,italijanski
22,regularna
21,regularna
20,specijalna
19,regularna
18,regularna
17,regularna
16,regularna
15,regularna
14,regularna
13,regularna
12,regularna
11,regularna
10,regularna
9,regularna
8,regularna
7,okrugla
6,okrugla
5,okrugla
4,okrugla
3,okrugla
2,okrugla
1,okrugla
